ivig_334	MT980839	93.388	363	24	0	40538	40900	32655	33017	1.64e-151	547
ivig_334	MT980839	78.201	578	121	3	45249	45822	37204	37780	4.42e-127	466
ivig_334	MT980839	92.715	302	20	1	32602	32901	23062	23363	5.04e-120	444
ivig_334	MT980839	97.175	177	4	1	41246	41421	33137	33313	5.76e-75	294
ivig_334	MT980839	82.042	284	49	2	32890	33172	23994	24276	1.55e-69	276
ivig_334	MT980839	82.960	223	29	5	44752	44967	36272	36492	3.64e-52	217
ivig_334	MT980839	79.343	213	44	0	39411	39623	31335	31547	6.16e-43	187
ivig_334	MT980839	85.976	164	16	4	29735	29896	20966	21124	2.62e-41	181
ivig_334	MT980839	93.269	104	7	0	38728	38831	30490	30593	1.04e-33	157
ivig_334	MT980839	91.150	113	9	1	64734	64846	18602	18713	1.04e-33	156
ivig_334	MT980839	92.453	106	6	1	32518	32621	23659	23764	1.27e-32	153
ivig_334	MT980839	69.784	278	79	3	65360	65636	19287	19560	3.19e-21	114
ivig_334	MT980839	89.855	69	4	1	44537	44602	36096	36164	3.65e-14	92.4
ivig_334	MT980839	81.481	81	15	0	53510	53590	5380	5460	2.30e-10	79.7
ivig_334	MT980839	80.247	81	16	0	51201	51281	7680	7760	2.80e-09	75.2
ivig_334	MT980839	95.652	46	2	0	30610	30655	21750	21795	2.80e-09	75.2
ivig_3701	NC_048022	65.667	900	271	14	14090	14976	10898	10024	1.48e-47	202
ivig_4435	OK490410	93.753	4098	252	4	12630	16725	22083	26178	0.0	6222
ivig_4435	OK490410	92.540	1260	92	2	18586	19844	27996	29254	0.0	1842
ivig_4435	OK490410	89.844	896	83	4	7053	7944	15731	16622	0.0	1196
ivig_4435	OK490410	95.065	385	19	0	20571	20955	29296	29680	1.46e-170	609
ivig_4435	OK490410	76.012	321	77	0	1531	1851	10440	10760	4.21e-57	233
ivig_4435	OK490410	94.286	105	6	0	6907	7011	15065	15169	1.79e-36	163
ivig_4435	OK490410	93.333	90	6	0	6127	6216	14274	14363	2.49e-28	136
ivig_4435	OK490410	88.350	103	11	1	8528	8630	17372	17473	3.70e-26	129
ivig_4435	OK490410	100.000	56	0	0	5468	5523	13667	13722	5.14e-18	102
ivig_4435	OK490410	94.231	52	3	0	2056	2107	10911	10962	1.68e-11	81.5
ivig_4435	OK490410	97.826	46	1	0	20957	21002	29907	29952	5.86e-11	79.7
ivig_4435	OK490410	93.617	47	3	0	3884	3930	12190	12236	8.70e-09	72.5
ivig_705	NC_048022	65.889	900	269	15	30669	31555	10024	10898	3.59e-49	206
uvig_10066	MG711466	80.000	70	14	0	4130	4199	18707	18638	1.26e-06	64.4
uvig_100964	KR093640	75.388	1223	247	22	45486	46691	3442	4627	0.0	799
uvig_101438	MG711465	95.576	31940	1276	30	12596	44493	25785	57629	0.0	51218
uvig_101438	MG711465	97.342	9670	240	6	1	9660	8754	18416	0.0	16269
uvig_101438	MG711465	96.608	2742	88	4	9655	12395	22787	25524	0.0	4513
uvig_101438	MG711465	97.277	2314	63	0	46326	48639	59349	61662	0.0	3890
uvig_101438	MG711465	79.592	294	60	0	45058	45351	58269	58562	4.15e-65	260
uvig_101438	MG711465	85.156	128	19	0	32216	32343	47426	47553	2.30e-30	146
uvig_101438	MG711465	87.500	80	10	0	32266	32345	4373	4452	8.58e-17	100
uvig_101438	MG711465	72.222	126	33	2	100053	100177	61015	61139	2.16e-05	63.5
uvig_101592	CP011970	73.178	343	92	0	25639	25981	81369	81711	8.53e-49	205
uvig_104846	AP008983	68.262	2215	606	36	36097	38280	51578	53726	0.0	751
uvig_104846	AP008983	64.592	1189	360	23	87184	88348	155248	156399	4.21e-46	198
uvig_104846	AP008983	66.667	414	115	12	38792	39192	53728	54131	4.50e-14	92.4
uvig_104846	AP008983	70.492	183	52	2	68917	69098	143512	143693	8.14e-11	80.6
uvig_104846	AP008983	72.289	83	23	0	15377	15459	38370	38452	1.7	47.3
uvig_104911	OM373555	67.954	777	229	11	69274	70040	45725	44959	1.93e-61	248
uvig_104925	JX486088	73.984	246	58	2	28256	28495	7401	7156	6.73e-33	152
uvig_106276	MW824390	80.723	83	16	0	48868	48950	16867	16785	2.14e-10	78.8
uvig_107825	AY007505	71.811	486	135	2	54021	54505	25031	25515	1.63e-62	252
uvig_108276	MG711464	94.518	1204	66	0	2451	3654	17685	18888	0.0	1874
uvig_108276	MG711464	85.448	1127	127	11	5839	6951	21765	22868	0.0	1278
uvig_108276	MG711464	91.176	136	10	1	4214	4349	20018	20151	2.35e-44	189
uvig_109519	MK448667	66.159	1247	384	23	8184	9412	19566	18340	3.36e-70	278
uvig_109519	MK448667	66.584	802	264	4	3596	4395	22937	22138	1.86e-54	224
uvig_109519	MK448667	65.737	502	140	8	1418	1912	24762	24286	4.68e-24	123
uvig_109519	MK448667	64.516	558	182	7	2215	2764	23983	23434	6.50e-16	97.8
uvig_109798	MT334653	84.906	53	8	0	16224	16276	171250	171198	3.86e-05	60.8
uvig_110888	GQ478081	96.853	699	22	0	1320	2018	12090	12788	0.0	1162
uvig_110888	GQ478081	84.259	216	33	1	3421	3635	13342	13557	2.08e-57	233
uvig_110888	GQ478081	87.324	142	16	2	33632	33773	37788	37927	7.28e-38	168
uvig_110888	GQ478081	98.039	51	1	0	990	1040	11424	11474	1.95e-13	88.7
uvig_111068	KR905068	66.456	1106	357	10	52583	53681	648	1746	5.60e-74	290
uvig_111091	MG711465	95.556	10306	420	5	6234	16532	39015	28741	0.0	16533
uvig_111091	MG711465	89.865	4815	419	4	1426	6239	44484	39738	0.0	6528
uvig_111091	MG711465	89.831	1298	126	4	65	1360	48212	46919	0.0	1734
uvig_111091	MG711465	94.118	51	3	0	116	166	47864	47814	4.62e-11	79.7
uvig_111817	OM373553	70.145	345	98	3	33757	34100	753	1093	1.70e-31	150
uvig_112535	MG711467	98.620	9133	126	0	30	9162	25562	16430	0.0	15903
uvig_112535	MG711467	93.161	5059	297	16	17803	22840	8390	3360	0.0	7536
uvig_112535	MG711467	94.516	3884	207	6	9584	13464	16423	12543	0.0	6023
uvig_112535	MG711467	75.481	2341	506	15	13595	15900	12042	9735	0.0	1628
uvig_112535	MG711467	81.424	969	173	2	16663	17629	9540	8577	0.0	934
uvig_112535	MG711467	69.223	1004	299	6	25683	26681	1776	778	2.83e-107	400
uvig_112535	MG711467	74.903	259	63	2	24012	24268	2163	1905	3.03e-37	168
uvig_112868	MG711465	97.863	30795	619	12	21630	52400	21654	52433	0.0	52550
uvig_112868	MG711465	96.253	21620	775	13	50	21654	1	21600	0.0	35311
uvig_112868	MG711465	94.885	5591	273	7	52738	58322	52970	58553	0.0	8774
uvig_112868	MG711465	97.191	2314	62	1	59306	61616	59349	61662	0.0	3879
uvig_112868	MG711465	88.281	128	15	0	45319	45446	47426	47553	5.37e-36	164
uvig_112868	MG711465	84.375	128	20	0	47386	47513	45361	45488	1.75e-29	141
uvig_112868	MG711465	88.889	81	9	0	4421	4501	45410	45490	1.26e-18	106
uvig_112868	MG711465	88.750	80	9	0	45369	45448	4373	4452	4.41e-18	104
uvig_113150	MG711465	94.881	19810	921	21	38290	58029	19787	1	0.0	31143
uvig_113150	MG711465	96.321	13238	479	3	20575	33811	39015	25785	0.0	21672
uvig_113150	MG711465	92.812	5523	380	8	10200	15718	52428	46919	0.0	8150
uvig_113150	MG711465	90.513	4796	405	3	15786	20580	44484	39738	0.0	6630
uvig_113150	MG711465	91.902	3359	268	2	34392	37748	25172	21816	0.0	4827
uvig_113150	MG711465	95.476	2321	98	3	4938	7257	58540	56226	0.0	3706
uvig_113150	MG711465	86.335	1610	193	13	7281	8877	55575	53980	0.0	1878
uvig_113150	MG711465	92.453	901	62	2	2536	3433	60246	59349	0.0	1315
uvig_113150	MG711465	96.615	709	24	0	8961	9669	53681	52973	0.0	1171
uvig_113150	MG711465	95.652	368	16	0	9661	10028	52777	52410	3.11e-165	592
uvig_113150	MG711465	96.714	213	7	0	1285	1497	61662	61450	4.95e-93	353
uvig_113150	MG711465	77.778	162	31	4	34012	34172	25524	25367	6.46e-22	117
uvig_113502	MG711465	96.839	29829	911	10	25630	55454	25785	55585	0.0	49526
uvig_113502	MG711465	97.051	25501	664	23	50	25488	1	25475	0.0	42574
uvig_113502	MG711465	97.615	1803	40	1	55485	57287	55826	57625	0.0	3057
uvig_113502	MG711465	93.497	1384	83	3	59120	60499	59349	60729	0.0	2084
uvig_113502	MG711465	84.456	386	58	2	61135	61519	61278	61662	4.39e-113	419
uvig_113502	MG711465	90.625	128	12	0	47295	47422	45361	45488	2.44e-40	178
uvig_113502	MG711465	86.719	128	17	0	45227	45354	47426	47553	2.78e-33	155
uvig_113502	MG711465	78.788	132	28	0	60995	61126	61015	61146	8.51e-21	113
uvig_113502	MG711465	88.750	80	9	0	45277	45356	4373	4452	4.41e-18	104
uvig_113502	MG711465	83.333	96	16	0	47345	47440	4373	4468	1.54e-17	102
uvig_113502	MG711465	85.000	80	12	0	4423	4502	45411	45490	2.78e-14	91.5
uvig_11401	MK448755	69.922	512	152	2	37333	37843	24028	24538	6.14e-54	223
uvig_114379	MW057862	92.126	2070	163	0	34565	36634	18971	16902	0.0	2999
uvig_114379	MW057862	89.551	890	91	2	37176	38064	16845	15957	0.0	1179
uvig_114379	MW057862	97.258	693	19	0	39528	40220	14558	13866	0.0	1165
uvig_114379	MW057862	95.278	360	15	1	47918	48277	6183	5826	1.00e-158	571
uvig_114379	MW057862	85.120	457	68	0	42832	43288	10221	9765	5.54e-143	518
uvig_114379	MW057862	76.862	631	130	10	40768	41389	12226	11603	2.36e-122	450
uvig_114379	MW057862	86.709	158	21	0	38919	39076	15234	15077	3.51e-44	191
uvig_114379	MW057862	92.308	78	5	1	52325	52401	2524	2447	2.70e-20	111
uvig_114379	MW057862	94.286	70	3	1	43673	43741	9378	9309	1.15e-18	105
uvig_114379	MW057862	100.000	36	0	0	52385	52420	2206	2171	1.01e-06	66.2
uvig_114379	MW057862	94.595	37	2	0	38373	38409	15598	15562	1.50e-04	59.0
uvig_114528	MG711465	96.927	14253	388	2	6287	20537	37955	52159	0.0	23766
uvig_114528	MG711465	97.181	6279	177	0	10	6288	26406	32684	0.0	10526
uvig_114528	MG711465	88.281	128	15	0	13739	13866	47426	47553	1.75e-36	164
uvig_114528	MG711465	78.125	128	28	0	15804	15931	45361	45488	4.13e-19	105
uvig_114528	MG711465	88.750	80	9	0	13789	13868	4373	4452	1.44e-18	104
uvig_117091	OK490410	79.214	4378	862	25	10659	15015	41546	37196	0.0	3724
uvig_117091	OK490410	83.751	1797	283	7	21714	23508	31696	29907	0.0	1902
uvig_117091	OK490410	79.597	1838	372	3	16241	18077	35824	33989	0.0	1614
uvig_117091	OK490410	84.262	1328	186	4	27062	28382	26178	24867	0.0	1456
uvig_117091	OK490410	76.022	1468	344	5	23510	24973	29680	28217	0.0	1046
uvig_117091	OK490410	83.882	881	117	14	47126	47989	5840	4968	0.0	909
uvig_117091	OK490410	79.914	926	176	7	28771	29691	24498	23578	0.0	810
uvig_117091	OK490410	86.036	666	91	2	36376	37040	16395	15731	0.0	775
uvig_117091	OK490410	91.171	521	46	0	33928	34448	18709	18189	0.0	733
uvig_117091	OK490410	88.612	562	64	0	44275	44836	6626	6065	0.0	726
uvig_117091	OK490410	75.480	938	200	9	4843	5758	46343	45414	6.50e-180	642
uvig_117091	OK490410	79.340	697	139	4	38045	38737	14362	13667	8.46e-166	595
uvig_117091	OK490410	87.459	303	35	2	40526	40825	10443	10141	6.11e-98	370
uvig_117091	OK490410	94.372	231	13	0	50113	50343	2367	2137	1.10e-94	359
uvig_117091	OK490410	77.828	221	49	0	51314	51534	1609	1389	2.14e-40	178
uvig_117091	OK490410	80.921	152	29	0	5715	5866	44879	44728	4.41e-30	144
uvig_117091	OK490410	83.333	120	20	0	40397	40516	10799	10680	3.39e-25	127
uvig_117091	OK490410	92.593	81	6	0	35280	35360	17456	17376	5.03e-23	120
uvig_117091	OK490410	78.169	142	31	0	15628	15769	36446	36305	6.13e-22	117
uvig_117091	OK490410	94.667	75	3	1	46759	46832	6040	5966	2.14e-21	114
uvig_117091	OK490410	80.374	107	21	0	37083	37189	15171	15065	1.64e-16	99.6
uvig_117091	OK490410	88.158	76	8	1	43576	43650	7307	7232	6.99e-15	94.2
uvig_117091	OK490410	92.593	54	4	0	5496	5549	44888	44835	4.41e-11	80.6
uvig_117091	OK490410	65.012	403	131	5	30644	31041	22610	22213	1.54e-10	78.8
uvig_117091	OK490410	95.745	47	2	0	40241	40287	10961	10915	5.38e-10	77.0
uvig_117091	OK490410	100.000	36	0	0	43281	43316	7590	7555	9.72e-07	66.2
uvig_117729	OK499994	69.686	287	81	6	27296	27579	154065	153782	4.36e-18	104
uvig_118380	ON470580	97.603	10555	224	7	1	10536	9229	19773	0.0	17889
uvig_118380	ON470580	98.338	6139	83	4	18270	24390	27011	33148	0.0	10618
uvig_118380	ON470580	99.454	5310	29	0	24738	30047	33149	38458	0.0	9446
uvig_118380	ON470580	97.921	3897	75	2	13782	17678	23091	26981	0.0	6660
uvig_118380	ON470580	95.946	1036	37	5	10606	11640	19775	20806	0.0	1662
uvig_118380	ON470580	94.414	913	51	0	11824	12736	21948	22860	0.0	1417
uvig_118380	ON470580	97.037	135	4	0	12844	12978	22922	23056	3.72e-55	226
uvig_118457	MG711464	77.081	3172	693	19	2989	6143	18890	15736	0.0	2388
uvig_118457	MG711464	87.234	1739	210	8	96	1828	21909	20177	0.0	2111
uvig_118457	MG711464	68.000	275	85	1	21903	22177	2956	2685	9.03e-17	98.7
uvig_118457	MG711464	68.807	218	61	2	23914	24130	1536	1325	1.99e-12	85.1
uvig_118562	GQ478081	83.099	71	10	2	27160	27229	14664	14595	1.40e-07	68.0
uvig_118764	GQ478081	96.853	699	22	0	34250	34948	12788	12090	0.0	1162
uvig_118764	GQ478081	84.259	216	33	1	32633	32847	13557	13342	2.09e-57	233
uvig_118764	GQ478081	87.324	142	16	2	2469	2610	37927	37788	7.28e-38	168
uvig_118764	GQ478081	98.039	51	1	0	35228	35278	11474	11424	1.96e-13	88.7
uvig_119751	MK448231	87.449	4454	555	2	19656	24107	22584	27035	0.0	5507
uvig_119751	MK448231	73.481	1531	369	9	27446	28971	30589	32087	0.0	924
uvig_119751	MK448231	71.576	387	104	2	31875	32258	38651	39034	5.14e-47	199
uvig_119751	MK448231	69.355	434	133	0	32712	33145	39488	39921	3.95e-42	184
uvig_119751	MK448231	67.652	541	149	15	3752	4279	6113	6640	3.46e-30	143
uvig_119751	MK448231	85.593	118	17	0	18824	18941	22053	22170	5.14e-28	137
uvig_119751	MK448231	63.903	989	283	25	24291	25245	27436	28384	7.63e-26	129
uvig_119751	MK448231	78.231	147	32	0	15552	15698	18105	18251	1.13e-23	122
uvig_119751	MK448231	84.821	112	15	2	9908	10018	10855	10965	1.38e-22	119
uvig_119751	MK448231	67.254	284	91	2	30407	30689	33557	33839	8.15e-13	86.9
uvig_119751	MK448231	70.330	182	51	1	33885	34063	40655	40836	2.85e-12	84.2
uvig_119751	MK448231	85.938	64	6	1	31297	31357	38406	38469	5.14e-09	74.3
uvig_119751	MK448231	68.148	135	38	2	29710	29840	32831	32964	0.72	46.4
uvig_120165	MG711465	94.491	18024	897	6	46324	64346	26556	44484	0.0	28087
uvig_120165	MG711465	93.736	14209	790	17	17446	31606	1	14157	0.0	21626
uvig_120165	MG711465	93.680	6930	433	4	33392	40318	14238	21165	0.0	10510
uvig_120165	MG711465	93.829	4197	255	2	64412	68607	46919	51112	0.0	6396
uvig_120165	MG711465	95.159	2334	106	3	73954	76286	56226	58553	0.0	3693
uvig_120165	MG711465	91.271	2486	213	2	40921	43404	21816	24299	0.0	3500
uvig_120165	MG711465	97.592	1329	31	1	69684	71011	51100	52428	0.0	2250
uvig_120165	MG711465	86.211	1610	195	13	72334	73930	53980	55575	0.0	1869
uvig_120165	MG711465	93.543	1146	69	4	44474	45618	24352	25493	0.0	1720
uvig_120165	MG711465	97.743	709	16	0	71542	72250	52973	53681	0.0	1207
uvig_120165	MG711465	95.883	583	24	0	45751	46333	25785	26367	0.0	944
uvig_120165	MG711465	95.048	525	26	0	77270	77794	59349	59873	0.0	830
uvig_120165	MG711465	95.109	368	18	0	71183	71550	52410	52777	2.16e-162	583
uvig_12043	MT774393	69.337	4618	1289	53	24326	28873	73050	77610	0.0	1820
uvig_12043	MT774393	69.248	2725	716	55	20851	23503	69561	72235	0.0	999
uvig_12043	MT774393	69.207	971	247	18	31344	32273	80300	81259	4.42e-98	370
uvig_12043	MT774393	67.458	421	126	8	19872	20285	68570	68986	4.43e-22	116
uvig_120571	MG711465	96.825	7370	225	5	7563	14928	14236	21600	0.0	12222
uvig_120571	MG711465	96.759	7004	192	4	19181	26166	26462	33448	0.0	11622
uvig_120571	MG711465	97.868	3893	55	3	1	3874	7243	11126	0.0	6659
uvig_120571	MG711465	96.966	2703	82	0	14904	17606	21654	24356	0.0	4506
uvig_120571	MG711465	98.961	1733	18	0	3861	5593	12425	14157	0.0	3045
uvig_120571	MG711465	96.618	414	14	0	18659	19072	24367	24780	0.0	684
uvig_120571	MG711465	95.833	48	2	0	19135	19182	25785	25832	7.32e-11	78.8
uvig_120904	KR136259	80.263	76	15	0	21211	21286	13181	13256	7.83e-08	70.7
uvig_121049	KY065497	68.486	1704	453	33	7221	8866	10885	12562	4.13e-162	580
uvig_121109	MG711465	96.682	26729	801	16	25027	51750	52432	25785	0.0	44209
uvig_121109	MG711465	96.374	21619	716	16	55800	77369	21600	1	0.0	35442
uvig_121109	MG711465	93.474	5225	325	8	19642	24859	57625	52410	0.0	7864
uvig_121109	MG711465	97.548	3875	90	4	51951	55824	25524	21654	0.0	6547
uvig_121109	MG711465	95.551	2315	101	2	15496	17809	61662	59349	0.0	3704
uvig_121109	MG711465	88.281	128	15	0	29909	30036	45488	45361	6.63e-36	164
uvig_121109	MG711465	85.938	128	18	0	31973	32100	47553	47426	4.18e-32	150
uvig_121109	MG711465	85.149	101	15	0	29891	29991	4468	4368	3.01e-21	115
uvig_121109	MG711465	87.500	80	10	0	31971	32050	4452	4373	6.64e-17	100
uvig_121109	MG711465	81.250	96	18	0	72901	72996	47571	47476	9.85e-15	93.3
uvig_121115	MG711465	80.804	1891	325	15	40300	42174	46922	48790	0.0	1741
uvig_121115	MG711465	94.118	51	3	0	41492	41542	47814	47864	1.20e-10	79.7
uvig_121115	MG711465	80.247	81	16	0	23210	23290	23805	23885	1.46e-09	75.2
uvig_121395	CP058906	72.680	194	51	2	4663	4855	27245	27053	2.49e-18	104
uvig_122130	MG711465	96.418	6532	223	2	9256	15776	44486	37955	0.0	10726
uvig_122130	MG711465	90.690	7250	641	15	20829	28059	7239	5	0.0	9995
uvig_122130	MG711465	97.258	5070	137	2	15775	20843	32684	27616	0.0	8510
uvig_122130	MG711465	96.197	2314	87	1	751	3063	61662	59349	0.0	3773
uvig_122130	MG711465	95.330	2334	102	3	4047	6379	58553	56226	0.0	3711
uvig_122130	MG711465	96.118	1958	74	2	7240	9195	48879	46922	0.0	3182
uvig_122130	MG711465	83.043	861	125	11	6403	7253	55575	54726	0.0	865
uvig_122130	MG711465	78.125	128	28	0	8565	8692	45488	45361	5.65e-19	105
uvig_122130	MG711465	85.000	80	12	0	23616	23695	45490	45411	1.25e-14	91.5
uvig_122440	MK448837	74.766	214	52	2	54460	54672	32933	33145	6.71e-28	136
uvig_122742	MK448910	67.593	540	161	9	19584	20116	18007	18539	2.14e-34	158
uvig_122947	MG711465	99.075	24963	211	3	27538	52481	25785	50746	0.0	43981
uvig_122947	MG711465	96.656	18689	510	22	5033	23667	1	18628	0.0	30891
uvig_122947	MG711465	98.091	2986	52	4	24412	27396	22494	25475	0.0	5115
uvig_122947	MG711465	97.733	794	18	0	23645	24438	21283	22076	0.0	1352
uvig_122947	MG711465	88.281	128	15	0	47096	47223	47426	47553	4.48e-36	164
uvig_122947	MG711465	87.500	128	16	0	49161	49288	45361	45488	5.46e-35	159
uvig_122947	MG711465	88.750	80	9	0	47146	47225	4373	4452	3.68e-18	104
uvig_122947	MG711465	83.333	96	16	0	9446	9541	47476	47571	1.29e-17	102
uvig_122947	MG711465	86.250	80	11	0	9446	9525	45411	45490	1.91e-15	96.0
uvig_123693	DQ394807	72.190	1219	322	10	24830	26038	17953	16742	3.25e-180	641
uvig_124508	MK448672	74.046	131	34	0	21257	21387	12999	13129	2.85e-12	84.2
uvig_124595	NC_048848	69.556	4326	1144	79	26664	30916	4275	50	0.0	1664
uvig_124595	NC_048848	66.120	2745	772	72	20451	23115	9389	6723	1.89e-160	576
uvig_124595	NC_048848	69.057	795	225	11	36104	36884	28337	27550	9.21e-76	295
uvig_124595	NC_048848	64.634	1312	392	29	17621	18891	12055	10775	1.05e-49	209
uvig_124595	NC_048848	76.142	197	39	4	35358	35547	29498	29303	6.64e-27	133
uvig_124595	NC_048848	71.382	304	74	9	32175	32476	30011	29719	2.83e-25	128
uvig_124595	NC_048848	72.832	173	47	0	37366	37538	25254	25082	3.93e-17	101
uvig_124595	NC_048848	74.830	147	35	2	31101	31246	30885	30740	2.03e-14	92.4
uvig_124595	NC_048848	70.349	172	49	2	17211	17381	12465	12295	5.46e-09	74.3
uvig_124595	NC_048848	76.923	78	18	0	19057	19134	10618	10541	3.45e-05	60.8
uvig_124746	MW749003	77.027	148	28	4	34264	34408	174710	174566	1.56e-17	102
uvig_124746	MW749003	74.375	160	34	5	34274	34426	56048	56207	3.44e-13	88.7
uvig_125065	MK448675	69.178	292	69	9	29713	29995	14363	14084	4.71e-17	100
uvig_125065	MK448675	74.342	152	39	0	28711	28862	14954	14803	1.65e-16	99.6
uvig_125065	MK448675	78.182	55	12	0	21072	21126	13317	13263	0.91	46.4
uvig_125321	MK448672	73.282	131	35	0	22100	22230	13129	12999	1.66e-10	79.7
uvig_125610	JQ806764	72.905	358	91	4	21080	21436	1163	1515	5.79e-46	196
uvig_125853	CP069348	67.989	378	112	6	10895	11269	102694	103065	2.52e-22	118
uvig_125853	CP069348	71.090	211	50	6	55051	55252	13219	13427	1.22e-13	89.7
uvig_126325	OK247671	71.088	294	74	3	41823	42106	41938	42230	5.07e-30	144
uvig_126467	MG711465	96.067	25858	966	18	22991	48831	26609	52432	0.0	42012
uvig_126467	MG711465	96.870	10926	333	1	1	10926	3761	14677	0.0	18166
uvig_126467	MG711465	94.168	10785	606	9	10922	21692	14766	25541	0.0	16594
uvig_126467	MG711465	94.686	2973	149	5	51002	53972	54664	57629	0.0	4635
uvig_126467	MG711465	87.196	2218	266	10	54663	56872	58548	60755	0.0	2691
uvig_126467	MG711465	91.965	809	60	3	22018	22824	25786	26591	0.0	1158
uvig_126467	MG711465	95.543	718	25	2	49212	49929	52971	53681	0.0	1149
uvig_126467	MG711465	77.757	535	113	2	50013	50544	53980	54511	9.94e-115	425
uvig_126467	MG711465	96.089	179	5	1	54249	54427	58375	58551	5.16e-74	289
uvig_126467	MG711465	87.023	131	17	0	54147	54277	57621	57751	6.29e-35	160
uvig_126467	MG711465	85.938	128	18	0	43821	43948	45361	45488	3.26e-32	150
uvig_126467	MG711465	85.938	128	18	0	41756	41883	47426	47553	3.26e-32	150
uvig_126467	MG711465	92.208	77	6	0	43871	43947	4373	4449	8.19e-21	113
uvig_126467	MG711465	87.500	80	10	0	41806	41885	4373	4452	5.17e-17	100
uvig_126913	MK327140	88.677	9900	1051	19	1	9841	4882	14770	0.0	12778
uvig_126913	MK327140	93.557	2266	138	3	29012	31272	34844	37106	0.0	3423
uvig_126913	MK327140	90.947	1911	164	3	31464	33368	37279	39186	0.0	2662
uvig_126913	MK327140	77.989	2267	469	12	10456	12713	16052	18297	0.0	1812
uvig_126913	MK327140	91.354	1145	98	1	26998	28141	32757	33901	0.0	1616
